name,r,g,b,canvas_x,canvas_y,font_size,link
brill building pop,115,135,12,683,7869,108,engenremap-brillbuildingpop.html
rap napoletano,176,130,17,925,4116,104,engenremap-rapnapoletano.html
surf music,168,119,131,759,6423,101,engenremap-surfmusic.html
classic finnish pop,124,142,6,719,6859,101,engenremap-classicfinnishpop.html
dark psytrance,225,115,174,874,570,100,engenremap-darkpsytrance.html
german post-punk,189,111,74,394,3540,100,engenremap-germanpostpunk.html
brazilian blues,166,128,48,716,5145,100,engenremap-brazilianblues.html
spanish indie pop,167,132,41,490,3788,103,engenremap-spanishindiepop.html
viking folk,115,146,78,456,7230,101,engenremap-vikingfolk.html
danish hip hop,176,128,11,1012,2956,104,engenremap-danishhiphop.html
albanian pop,177,128,9,878,3280,101,engenremap-albanianpop.html
villancicos,142,134,22,891,5515,100,engenremap-villancicos.html
chamber orchestra,38,166,154,311,10337,100,engenremap-chamberorchestra.html
thai pop,153,141,12,729,3514,103,engenremap-thaipop.html
northern soul,148,123,10,761,6435,102,engenremap-northernsoul.html
dirty texas rap,163,130,7,1119,2750,100,engenremap-dirtytexasrap.html
west coast rap,173,122,7,1162,2577,108,engenremap-westcoastrap.html
21st century classical,34,152,115,313,10201,100,engenremap-21stcenturyclassical.html
uplifting trance,211,123,132,607,855,104,engenremap-upliftingtrance.html
french worship,135,145,22,481,7242,100,engenremap-frenchworship.html
rap metal espanol,222,93,32,519,2621,100,engenremap-rapmetalespanol.html
connecticut indie,158,129,47,466,6946,100,engenremap-connecticutindie.html
phoenix indie,178,119,34,408,4351,100,engenremap-phoenixindie.html
modern rock,176,122,40,426,3998,125,engenremap-modernrock.html
rock cristiano,174,127,13,479,2900,102,engenremap-rockcristiano.html
jawaiian,150,144,8,989,3657,103,engenremap-jawaiian.html
deep disco,176,115,52,1033,2308,100,engenremap-deepdisco.html
chilean hardcore,216,94,29,380,4142,101,engenremap-chileanhardcore.html
funk metal,205,98,32,497,3577,107,engenremap-funkmetal.html
sega mauricien,183,131,19,993,3069,100,engenremap-segamauricien.html
aggrotech,218,105,106,568,684,101,engenremap-aggrotech.html
irish hip hop,166,134,30,1004,3937,101,engenremap-irishhiphop.html
glam rock,173,112,26,517,6015,110,engenremap-glamrock.html
latin afrobeat,181,125,75,963,3784,102,engenremap-latinafrobeat.html
polish hip hop,180,126,16,1010,3595,105,engenremap-polishhiphop.html
pop rap,174,130,4,1027,2721,135,engenremap-poprap.html
british post-rock,131,143,178,271,5764,100,engenremap-britishpostrock.html
deep minimal techno,187,142,204,1385,185,101,engenremap-deepminimaltechno.html
rumba congolaise,177,128,11,943,6685,100,engenremap-rumbacongolaise.html
nz hardcore,227,81,45,235,3811,100,engenremap-nzhardcore.html
puerto rican folk,152,130,15,1010,7242,100,engenremap-puertoricanfolk.html
hard minimal techno,185,141,198,1490,313,100,engenremap-hardminimaltechno.html
vallenato,180,136,3,1153,4957,103,engenremap-vallenato.html
swedish hard rock,217,93,28,235,3181,101,engenremap-swedishhardrock.html
latincore,220,96,19,301,3089,101,engenremap-latincore.html
swedish hardcore,228,62,74,173,4799,100,engenremap-swedishhardcore.html
usbm,202,60,171,36,5570,100,engenremap-usbm.html
puerto rican metal,217,84,59,219,5367,100,engenremap-puertoricanmetal.html
birmingham metal,212,75,70,195,4750,103,engenremap-birminghammetal.html
bass music,166,138,156,931,2001,102,engenremap-bassmusic.html
acid idm,179,132,183,913,1551,100,engenremap-acididm.html
chiptune,175,127,142,752,1895,100,engenremap-chiptune.html
skweee,162,135,136,1082,1629,100,engenremap-skweee.html
cathedral choir,33,152,60,68,10699,100,engenremap-cathedralchoir.html
british contemporary classical,32,158,121,284,10361,100,engenremap-britishcontemporaryclassical.html
contrabass,34,161,183,376,10349,100,engenremap-contrabass.html
tango,80,148,78,937,9873,101,engenremap-tango.html
deep christian rock,144,130,19,549,4565,100,engenremap-deepchristianrock.html
sydney indie,180,121,51,382,4154,100,engenremap-sydneyindie.html
bayerischer rap,169,125,21,1072,4140,100,engenremap-bayerischerrap.html
thai indie,174,130,16,576,2792,101,engenremap-thaiindie.html
ranchera,116,148,10,893,7156,110,engenremap-ranchera.html
australian alternative rock,178,119,29,439,5193,103,engenremap-australianalternativerock.html
el paso indie,187,114,62,358,5046,101,engenremap-elpasoindie.html
melancholia,113,145,51,464,7777,106,engenremap-melancholia.html
scottish new wave,176,116,40,510,3652,101,engenremap-scottishnewwave.html
nz hip hop,175,131,17,1035,2750,101,engenremap-nzhiphop.html
neue deutsche todeskunst,180,123,63,428,1966,100,engenremap-neuedeutschetodeskunst.html
band organ,94,157,133,556,8417,100,engenremap-bandorgan.html
dutch cabaret,121,120,5,882,7847,102,engenremap-dutchcabaret.html
vocal trance,198,128,70,588,1138,100,engenremap-vocaltrance.html
choral,38,154,74,265,10349,101,engenremap-choral.html
paraguayan indie,168,130,38,689,3602,100,engenremap-paraguayanindie.html
deep delta blues,76,145,53,965,10414,100,engenremap-deepdeltablues.html
bossa nova,94,150,52,810,8446,106,engenremap-bossanova.html
czech folk,136,136,9,689,6522,101,engenremap-czechfolk.html
indie catala,152,134,36,561,6028,102,engenremap-indiecatala.html
classic turkish pop,131,136,16,588,8270,101,engenremap-classicturkishpop.html
bulgarian folk,96,150,60,382,9189,100,engenremap-bulgarianfolk.html
australian alternative pop,151,141,28,642,3393,101,engenremap-australianalternativepop.html
j-punk,222,85,40,334,3255,100,engenremap-jpunk.html
auckland indie,163,130,45,449,4105,101,engenremap-aucklandindie.html
scottish rock,170,122,29,426,4762,103,engenremap-scottishrock.html
stomp and whittle,155,134,30,508,4973,100,engenremap-stompandwhittle.html
calgary indie,149,131,47,492,6896,100,engenremap-calgaryindie.html
j-rap,188,127,17,925,2575,102,engenremap-jrap.html
thrash core,226,56,80,233,5432,101,engenremap-thrashcore.html
zillertal,184,131,27,807,3650,100,engenremap-zillertal.html
papuri,122,150,13,479,6697,101,engenremap-papuri.html
finnish reggae,157,142,17,1153,2684,100,engenremap-finnishreggae.html
retro soul,160,129,19,834,4653,101,engenremap-retrosoul.html
bedroom soul,113,151,20,851,5727,103,engenremap-bedroomsoul.html
thai idol,147,144,8,729,3788,102,engenremap-thaiidol.html
jazz blues,78,143,24,872,9469,104,engenremap-jazzblues.html
trad quebecois,164,133,34,821,6135,100,engenremap-tradquebecois.html
brazilian neo-psychedelic,150,133,80,402,7418,100,engenremap-brazilianneopsychedelic.html
chinese jazz,110,150,84,789,6710,100,engenremap-chinesejazz.html
san marcos tx indie,163,123,28,559,5715,101,engenremap-sanmarcostxindie.html
chamber ensemble,33,168,157,346,10562,100,engenremap-chamberensemble.html
turkish modern jazz,116,145,83,719,7010,101,engenremap-turkishmodernjazz.html
neo-trad doom metal,168,120,71,243,5690,100,engenremap-neotraddoommetal.html
aarhus indie,158,128,62,443,7094,100,engenremap-aarhusindie.html
power blues-rock,176,122,33,596,5383,100,engenremap-powerbluesrock.html
spanish indie rock,191,111,61,336,4388,100,engenremap-spanishindierock.html
deep latin christian,121,152,15,706,6049,101,engenremap-deeplatinchristian.html
ecuadorian pop,172,136,8,967,3987,101,engenremap-ecuadorianpop.html
russiavision,194,128,8,782,1567,102,engenremap-russiavision.html
nz pop,137,147,15,666,4271,103,engenremap-nzpop.html
album rock,172,113,28,475,6745,119,engenremap-albumrock.html
mexican rock-and-roll,129,142,13,759,6998,102,engenremap-mexicanrockandroll.html
soft rock,144,130,15,615,5801,118,engenremap-softrock.html
classic luk thung,113,154,4,591,7491,100,engenremap-classiclukthung.html
arab pop,165,128,11,739,4565,102,engenremap-arabpop.html
german post-rock,143,141,193,506,4338,100,engenremap-germanpostrock.html
russian electronic,157,137,137,882,2542,100,engenremap-russianelectronic.html
german techno,190,131,136,1054,712,105,engenremap-germantechno.html
spytrack,101,148,161,609,7119,100,engenremap-spytrack.html
raw black metal,195,85,146,273,4687,100,engenremap-rawblackmetal.html
serialism,28,153,102,356,10611,100,engenremap-serialism.html
classical performance,42,154,130,352,10477,101,engenremap-classicalperformance.html
spiritual jazz,108,130,93,697,8645,100,engenremap-spiritualjazz.html
classic polish pop,122,140,10,711,6910,101,engenremap-classicpolishpop.html
stl indie,160,128,24,506,6114,100,engenremap-stlindie.html
blues band,142,132,48,825,6111,100,engenremap-bluesband.html
chanson paillarde,140,128,4,1025,6288,100,engenremap-chansonpaillarde.html
indie folk,123,144,42,517,7864,116,engenremap-indiefolk.html
classic czech pop,131,138,7,626,7107,100,engenremap-classicczechpop.html
french baroque,43,159,105,326,9930,100,engenremap-frenchbaroque.html
british indie rock,196,113,19,408,3552,102,engenremap-britishindierock.html
norwegian hardcore,220,78,79,200,3836,100,engenremap-norwegianhardcore.html
tamil pop,147,136,15,864,5691,102,engenremap-tamilpop.html
brazilian soul,155,130,20,901,5010,101,engenremap-braziliansoul.html
danish alternative rock,179,122,50,352,4129,101,engenremap-danishalternativerock.html
irish rock,156,134,29,441,4412,105,engenremap-irishrock.html
stockholm indie,164,132,44,408,5703,100,engenremap-stockholmindie.html
classic canadian rock,164,122,18,519,5310,104,engenremap-classiccanadianrock.html
bangla,140,141,6,773,5680,100,engenremap-bangla.html
aberdeen indie,159,128,39,380,5727,100,engenremap-aberdeenindie.html
anime,179,125,51,441,2788,106,engenremap-anime.html
ilahiler,107,146,17,568,8393,100,engenremap-ilahiler.html
carnaval limburg,172,127,12,823,3939,100,engenremap-carnavallimburg.html
karadeniz halk muzigi,153,132,11,662,5976,102,engenremap-karadenizhalkmuzigi.html
gypsy jazz,84,147,144,1085,9289,101,engenremap-gypsyjazz.html
baltimore hip hop,162,143,4,1063,2786,101,engenremap-baltimorehiphop.html
mexican hip hop,173,128,6,1093,3469,105,engenremap-mexicanhiphop.html
trival,189,134,65,1189,1289,100,engenremap-trival.html
bow pop,93,153,140,390,7801,105,engenremap-bowpop.html
string quartet,34,166,123,342,10398,100,engenremap-stringquartet.html
german choir,47,152,29,271,10434,100,engenremap-germanchoir.html
grime,190,125,21,969,3317,107,engenremap-grime.html
russian hip hop,174,127,9,931,4086,102,engenremap-russianhiphop.html
kindie rock,137,136,5,977,5309,100,engenremap-kindierock.html
sertanejo tradicional,140,141,6,866,6197,102,engenremap-sertanejotradicional.html
idol,156,139,12,537,4092,102,engenremap-idol.html
french pop,148,136,7,645,5963,106,engenremap-frenchpop.html
latin pop,161,138,4,759,4231,121,engenremap-latinpop.html
atlanta indie,173,121,62,404,5284,101,engenremap-atlantaindie.html
czsk hip hop,182,130,20,955,3194,102,engenremap-czskhiphop.html
turkish rock,147,136,23,571,5887,107,engenremap-turkishrock.html
brazilian hip hop,165,132,18,1057,4665,107,engenremap-brazilianhiphop.html
south african metal,217,92,94,286,2676,100,engenremap-southafricanmetal.html
classic indo pop,140,151,17,566,4577,101,engenremap-classicindopop.html
uk tech house,207,126,188,1409,83,101,engenremap-uktechhouse.html
early modern classical,32,155,148,323,10751,102,engenremap-earlymodernclassical.html
rock nacional,134,137,32,727,6660,105,engenremap-rocknacional.html
nordic folk,99,156,67,441,7878,101,engenremap-nordicfolk.html
vintage rockabilly,149,125,14,935,7229,100,engenremap-vintagerockabilly.html
canadian indie,158,130,27,495,5132,104,engenremap-canadianindie.html
cowpunk,194,102,32,428,5544,101,engenremap-cowpunk.html
swedish indie rock,182,122,39,348,4035,102,engenremap-swedishindierock.html
nederpop,141,134,13,607,5938,102,engenremap-nederpop.html
orquestas de galicia,180,134,9,959,3407,100,engenremap-orquestasdegalicia.html
new jersey indie,167,123,55,406,6275,102,engenremap-newjerseyindie.html
oktoberfest,208,105,18,771,2247,101,engenremap-oktoberfest.html
marimba orquesta,160,150,72,1144,4678,100,engenremap-marimbaorquesta.html
scottish metal,220,83,66,187,3127,101,engenremap-scottishmetal.html
chinese opera,51,158,75,629,10941,100,engenremap-chineseopera.html
manitoba country,152,140,4,554,4166,100,engenremap-manitobacountry.html
bolivian metal,215,94,63,277,3538,100,engenremap-bolivianmetal.html
ukrainian metal,210,94,103,162,3453,100,engenremap-ukrainianmetal.html
classical tenor,73,150,17,261,10665,101,engenremap-classicaltenor.html
thrash metal,228,71,58,237,4388,105,engenremap-thrashmetal.html
orgcore,224,84,24,278,4096,101,engenremap-orgcore.html
traditional bluegrass,134,147,54,798,6673,100,engenremap-traditionalbluegrass.html
chicago pop punk,215,95,25,273,2937,100,engenremap-chicagopoppunk.html
latin gothic metal,195,115,34,271,3601,100,engenremap-latingothicmetal.html
gothenburg metal,224,83,88,186,3193,101,engenremap-gothenburgmetal.html
moog,113,136,142,673,7590,100,engenremap-moog.html
electronica,136,143,151,812,3638,100,engenremap-electronica.html
russian experimental electronic,164,134,172,821,3206,100,engenremap-russianexperimentalelectronic.html
scratch,161,119,91,1119,2762,100,engenremap-scratch.html
hamburg electronic,188,132,150,1155,623,102,engenremap-hamburgelectronic.html
new isolationism,132,133,193,319,6064,100,engenremap-newisolationism.html
japanese electronic,166,142,190,1178,886,100,engenremap-japaneseelectronic.html
hauntology,118,128,163,406,6859,100,engenremap-hauntology.html
j-ambient,89,148,176,441,7703,101,engenremap-jambient.html
new tribe,90,160,145,689,6885,102,engenremap-newtribe.html
canadian classical,34,158,151,241,10213,101,engenremap-canadianclassical.html
progressive uplifting trance,222,117,154,544,698,101,engenremap-progressiveupliftingtrance.html
american folk revival,69,150,16,897,9506,101,engenremap-americanfolkrevival.html
acoustic punk,142,134,7,734,6410,101,engenremap-acousticpunk.html
rock catala,145,136,19,676,5643,101,engenremap-rockcatala.html
rhythm and blues,122,128,19,818,7931,103,engenremap-rhythmandblues.html
vancouver metal,208,87,89,239,3974,100,engenremap-vancouvermetal.html
karneval,189,113,5,761,3456,100,engenremap-karneval.html
zambian pop,178,134,6,951,3532,100,engenremap-zambianpop.html
folk-pop,119,145,26,568,7378,119,engenremap-folkpop.html
muzica populara,113,153,33,593,8847,100,engenremap-muzicapopulara.html
deep indian pop,147,134,19,857,6559,102,engenremap-deepindianpop.html
finnish blues,162,129,32,632,5764,100,engenremap-finnishblues.html
scottish indie rock,192,118,20,340,3118,101,engenremap-scottishindierock.html
christian metal,206,96,37,319,3318,102,engenremap-christianmetal.html
new orleans funk,156,122,41,1021,5602,101,engenremap-neworleansfunk.html
tanci,69,128,20,1187,10813,100,engenremap-tanci.html
mandopop,140,143,5,586,4875,106,engenremap-mandopop.html
colombian hip hop,174,128,11,1091,3508,103,engenremap-colombianhiphop.html
mantra,125,144,7,789,6959,100,engenremap-mantra.html
francoton,186,133,6,923,3082,107,engenremap-francoton.html
russian romanticism,35,155,179,313,10825,101,engenremap-russianromanticism.html
neo-proto,193,106,33,433,4638,100,engenremap-neoproto.html
classical guitar,40,172,214,925,10485,100,engenremap-classicalguitar.html
future rock,216,111,99,394,1232,101,engenremap-futurerock.html
gainesville indie,176,120,45,418,5715,100,engenremap-gainesvilleindie.html
chinese minyao,108,155,30,609,6546,100,engenremap-chineseminyao.html
college a cappella,127,144,4,537,7540,100,engenremap-collegeacappella.html
liverpool indie,167,128,32,449,4676,102,engenremap-liverpoolindie.html
argentine alternative rock,173,129,30,475,3342,101,engenremap-argentinealternativerock.html
sinhala,149,141,15,868,5259,100,engenremap-sinhala.html
praise,158,119,6,591,5951,101,engenremap-praise.html
j-rock,206,105,29,372,2605,105,engenremap-jrock.html
canadian ccm,156,137,14,420,3440,102,engenremap-canadianccm.html
armenian pop,177,128,10,789,3626,100,engenremap-armenianpop.html
volkstumliche musik,182,131,13,803,3045,100,engenremap-volkstumlichemusik.html
png pop,155,138,21,885,2248,100,engenremap-pngpop.html
pinoy praise,114,154,15,586,5408,100,engenremap-pinoypraise.html
champeta,198,123,8,1109,1761,102,engenremap-champeta.html
violin,42,164,102,404,10691,100,engenremap-violin.html
franco-flemish school,33,166,78,146,10825,100,engenremap-francoflemishschool.html
jazz vibraphone,89,150,93,939,8705,100,engenremap-jazzvibraphone.html
musica folk asturiana,143,145,51,352,6656,100,engenremap-musicafolkasturiana.html
kavkaz,191,126,12,901,2391,100,engenremap-kavkaz.html
british invasion,151,125,32,639,6373,107,engenremap-britishinvasion.html
christian punk,205,103,30,388,3205,101,engenremap-christianpunk.html
australian hip hop,182,128,13,1000,2916,103,engenremap-australianhiphop.html
scottish indie folk,94,158,31,418,7975,100,engenremap-scottishindiefolk.html
